Date,NAV
09/19/2016,$109.75
09/20/2016,$109.72
09/21/2016,$110.96
09/22/2016,$111.79
09/23/2016,$111.15
09/26/2016,$110.23
09/27/2016,$110.87
09/28/2016,$111.53
09/29/2016,$110.45
09/30/2016,$111.34
10/03/2016,$110.98
10/04/2016,$110.43
10/05/2016,$110.96
10/06/2016,$110.95
10/07/2016,$110.53
10/10/2016,$111.11
10/11/2016,$109.66
10/12/2016,$109.77
10/13/2016,$109.39
10/14/2016,$109.36
10/17/2016,$109.05
10/18/2016,$109.73
10/19/2016,$110.02
10/20/2016,$109.84
10/21/2016,$109.82
10/24/2016,$110.36
10/25/2016,$109.85
10/26/2016,$109.57
10/27/2016,$109.11
10/28/2016,$108.82
10/31/2016,$108.89
11/01/2016,$108.09
11/02/2016,$107.30
11/03/2016,$106.85
11/04/2016,$106.77
11/07/2016,$109.15
11/08/2016,$109.59
11/09/2016,$111.01
11/10/2016,$111.32
11/11/2016,$111.45
11/14/2016,$111.70
11/15/2016,$112.51
11/16/2016,$112.38
11/17/2016,$112.94
11/18/2016,$112.77
11/21/2016,$113.59
11/22/2016,$113.92
11/23/2016,$114.10
11/25/2016,$114.55
11/28/2016,$113.85
11/29/2016,$114.00
11/30/2016,$113.72
12/01/2016,$113.26
12/02/2016,$113.31
12/05/2016,$114.14
12/06/2016,$114.66
12/07/2016,$116.11
12/08/2016,$116.55
12/09/2016,$117.11
12/12/2016,$116.83
12/13/2016,$117.51
12/14/2016,$116.48
12/15/2016,$116.96
12/16/2016,$116.79
12/19/2016,$117.07
12/20/2016,$116.84
12/21/2016,$116.51
12/22/2016,$116.19
12/23/2016,$116.42
12/27/2016,$116.71
12/28/2016,$115.71
12/29/2016,$115.71
12/30/2016,$115.21
