Date,NAV
05/10/2010,$59.27
05/11/2010,$59.17
05/12/2010,$60.14
05/13/2010,$59.46
05/14/2010,$58.28
05/17/2010,$58.36
05/18/2010,$57.51
05/19/2010,$57.14
05/20/2010,$54.84
05/21/2010,$55.67
05/24/2010,$54.98
05/25/2010,$54.98
05/26/2010,$54.78
05/27/2010,$56.68
05/28/2010,$55.99
06/01/2010,$54.90
06/02/2010,$56.35
06/03/2010,$56.66
06/04/2010,$54.61
06/07/2010,$53.77
06/08/2010,$54.25
06/09/2010,$54.01
06/10/2010,$55.65
06/11/2010,$56.00
06/14/2010,$55.96
06/15/2010,$57.30
06/16/2010,$57.23
06/17/2010,$57.27
06/18/2010,$57.35
06/21/2010,$57.08
06/22/2010,$56.11
06/23/2010,$55.95
06/24/2010,$54.73
06/25/2010,$54.99
06/28/2010,$54.87
06/29/2010,$53.08
06/30/2010,$52.56
07/01/2010,$52.37
07/02/2010,$52.10
07/06/2010,$52.26
07/07/2010,$53.96
07/08/2010,$54.50
07/09/2010,$54.94
07/12/2010,$54.90
07/13/2010,$55.86
07/14/2010,$55.83
07/15/2010,$55.85
07/16/2010,$54.20
07/19/2010,$54.51
07/20/2010,$55.18
07/21/2010,$54.45
07/22/2010,$55.75
07/23/2010,$56.31
07/26/2010,$57.02
07/27/2010,$56.90
07/28/2010,$56.44
07/29/2010,$56.21
07/30/2010,$56.25
08/02/2010,$57.45
08/03/2010,$57.14
08/04/2010,$57.55
08/05/2010,$57.43
08/06/2010,$57.22
08/09/2010,$57.58
08/10/2010,$57.13
08/11/2010,$55.48
08/12/2010,$55.19
08/13/2010,$54.94
08/16/2010,$54.99
08/17/2010,$55.73
08/18/2010,$55.83
08/19/2010,$54.85
08/20/2010,$54.68
08/23/2010,$54.40
08/24/2010,$53.61
08/25/2010,$53.86
08/26/2010,$53.44
08/27/2010,$54.40
08/30/2010,$53.57
08/31/2010,$53.58
09/01/2010,$55.22
09/02/2010,$55.77
09/03/2010,$56.53
09/07/2010,$55.82
09/08/2010,$56.20
09/09/2010,$56.43
09/10/2010,$56.70
09/13/2010,$57.43
09/14/2010,$57.38
09/15/2010,$57.60
09/16/2010,$57.55
09/17/2010,$57.64
09/20/2010,$58.57
09/21/2010,$58.39
09/22/2010,$58.07
09/23/2010,$57.59
09/24/2010,$58.58
09/27/2010,$58.28
09/28/2010,$58.62
09/29/2010,$58.54
09/30/2010,$58.38
10/01/2010,$58.63
10/04/2010,$58.13
10/05/2010,$59.36
10/06/2010,$59.28
10/07/2010,$59.20
10/08/2010,$59.62
10/11/2010,$59.64
10/12/2010,$59.88
10/13/2010,$60.36
10/14/2010,$60.14
10/15/2010,$60.25
10/18/2010,$60.67
10/19/2010,$59.66
10/20/2010,$60.31
10/21/2010,$60.38
10/22/2010,$60.57
10/25/2010,$60.74
10/26/2010,$60.75
10/27/2010,$60.62
10/28/2010,$60.65
10/29/2010,$60.69
11/01/2010,$60.71
11/02/2010,$61.25
11/03/2010,$61.47
11/04/2010,$62.68
11/05/2010,$62.93
11/08/2010,$62.85
11/09/2010,$62.33
11/10/2010,$62.68
11/11/2010,$62.43
11/12/2010,$61.65
11/15/2010,$61.60
11/16/2010,$60.59
11/17/2010,$60.66
11/18/2010,$61.60
11/19/2010,$61.79
11/22/2010,$61.77
11/23/2010,$60.92
11/24/2010,$61.90
11/26/2010,$61.48
11/29/2010,$61.41
11/30/2010,$61.03
12/01/2010,$62.34
12/02/2010,$63.13
12/03/2010,$63.35
12/06/2010,$63.33
12/07/2010,$63.38
12/08/2010,$63.56
12/09/2010,$63.81
12/10/2010,$64.24
12/13/2010,$64.20
12/14/2010,$64.25
12/15/2010,$63.92
12/16/2010,$64.36
12/17/2010,$64.47
12/20/2010,$64.63
12/21/2010,$65.07
12/22/2010,$64.93
12/23/2010,$64.82
12/27/2010,$64.88
12/28/2010,$64.89
12/29/2010,$65.00
12/30/2010,$64.93
12/31/2010,$64.86
